target,text
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
0,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
0,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
0,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
0,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
0,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
0,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
1,"Subject: Your PayPal Account Requires Immediate Attention! Dear PayPal User, Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure. Sincerely, PayPal Support Team"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
0,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
0,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
1,"Subject: Your PayPal Account Requires Immediate Attention! Dear PayPal User, Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure. Sincerely, PayPal Support Team"
0,"Subject: Project Update Meeting - Agenda and Schedule Hello Team, We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success. Best regards, Project Manager"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
0,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
0,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
1,"Subject: Your PayPal Account Requires Immediate Attention! Dear PayPal User, Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure. Sincerely, PayPal Support Team"
0,"Subject: Project Update Meeting - Agenda and Schedule Hello Team, We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success. Best regards, Project Manager"
1,"Subject: Invitation to the Annual Company Picnic Dear Employees, It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance. Warmest wishes, HR Department"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
0,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
0,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
1,"Subject: Your PayPal Account Requires Immediate Attention! Dear PayPal User, Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure. Sincerely, PayPal Support Team"
0,"Subject: Project Update Meeting - Agenda and Schedule Hello Team, We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success. Best regards, Project Manager"
1,"Subject: Invitation to the Annual Company Picnic Dear Employees, It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance. Warmest wishes, HR Department"
0,"Subject: Invitation to the Annual Company Picnic Dear Employees, It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance. Warmest wishes, HR Department"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
0,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
0,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
1,"Subject: Your PayPal Account Requires Immediate Attention! Dear PayPal User, Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure. Sincerely, PayPal Support Team"
0,"Subject: Project Update Meeting - Agenda and Schedule Hello Team, We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success. Best regards, Project Manager"
1,"Subject: Invitation to the Annual Company Picnic Dear Employees, It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance. Warmest wishes, HR Department"
0,"Subject: Invitation to the Annual Company Picnic Dear Employees, It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance. Warmest wishes, HR Department"
1,"Subject: Monthly Newsletter - October Edition Hello Subscribers, Our October newsletter is now available! In this edition, you'll find the latest industry trends, company updates, and helpful tips. We hope you enjoy reading it. Feel free to share your thoughts with us. Warmest regards, Newsletter Team"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
1,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
0,"Subject: Urgent: Limited Time Offer - Discounted Medications! Hello, Our pharmacy is offering a limited-time promotion on a wide range of prescription medications. Save up to 80% on popular drugs like Viagra, Cialis, and more. To take advantage of these incredible discounts, click on the link below. Act now, this offer won't last long! Best regards, Discount Meds Online"
1,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
0,"Subject: Exclusive Investment Opportunity - Guaranteed Returns! Dear Investor, We have a unique investment opportunity that guarantees high returns within a short period. Invest now and watch your money grow exponentially. Don't miss out on this chance to secure your financial future. Reply to this email for more information. Sincerely, Investment Gurus Ltd."
1,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
0,"Subject: Win a Million Dollars - Claim Your Prize Today! Greetings, You've been selected as the lucky winner of one million dollars! All you need to do is provide your bank account information to claim your prize. Act quickly; this is a once-in-a-lifetime opportunity! Warm regards, Prize Claims Department"
1,"Subject: Your PayPal Account Requires Immediate Attention! Dear PayPal User, Your PayPal account has been temporarily suspended due to suspicious activity. To restore your account, click the link below and provide your login details, including your password and security questions. Failure to do so may result in permanent account closure. Sincerely, PayPal Support Team"
0,"Subject: Project Update Meeting - Agenda and Schedule Hello Team, We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success. Best regards, Project Manager"
1,"Subject: Invitation to the Annual Company Picnic Dear Employees, It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance. Warmest wishes, HR Department"
0,"Subject: Invitation to the Annual Company Picnic Dear Employees, It's that time of the year again! We're excited to invite you and your families to our annual company picnic. Join us for a day of fun, games, and great food. Please RSVP to confirm your attendance. Warmest wishes, HR Department"
1,"Subject: Monthly Newsletter - October Edition Hello Subscribers, Our October newsletter is now available! In this edition, you'll find the latest industry trends, company updates, and helpful tips. We hope you enjoy reading it. Feel free to share your thoughts with us. Warmest regards, Newsletter Team"
0,"Subject: Monthly Newsletter - October Edition Hello Subscribers, Our October newsletter is now available! In this edition, you'll find the latest industry trends, company updates, and helpful tips. We hope you enjoy reading it. Feel free to share your thoughts with us. Warmest regards, Newsletter Team"
1,"Subject: Important Update - New Company PoliciesDear Team,We've recently updated our company policies to better serve our employees and clients. Please take a moment to review the attached document, and if you have any questions or concerns, feel free to reach out to HR. Your feedback is highly appreciated.Best regards,HR Department"
0,"Subject: Project Update Meeting - Agenda and ScheduleHello Team,We have scheduled a project update meeting for next week to discuss the latest developments and plan for the upcoming milestones. Please find the attached agenda and proposed schedule. Your input and participation are crucial for our project's success.Best regards,Project Manager"
1,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
0,"Subject: Congratulations, You've Won a Free Cruise Vacation! Dear Lucky Winner, We are excited to inform you that you've been selected as the grand prize winner of our exclusive cruise vacation giveaway! You and a guest will enjoy an all-expenses-paid, luxury cruise to the Caribbean. To claim your prize, simply provide your personal and bank details. Don't miss this incredible opportunity! Sincerely, The Cruise Sweepstakes Team"
